sentence,label
 Costumes Irshad khan Cherukunnuijj Poli mutheeee,positive
 Ithenkilum oru HIT enkilum aayaal mathi.padachone adutha PADAKKAM aavalle,neutral
 aaa last bhakam marana mass mammookka,positive
 mammokka thug life mashup,neutral
 Big B 2 pole und,neutral
 LALETTAAA MUTHEE POLICHU,positive
 Ee pennu evide poyaalum ithaanallo avastha..,neutral
 Edhu kondu prethiraj neruthiyal Kollam,positive
 Ithipo kadha muzhuvan undalo ithilu ? ?,neutral
 Mammotiyude look divasam kudunthorum kodi varikayannallo,positive
 Last black dress sredhichavar ivide like,neutral
 Natural venam polum side lottu maarinikke anganullavar korach mass okke nallaatha,negative
 Padam pottum ennu urapulavarku evide like adikam,neutral
 malayala sinimakkoru puthiya charithram pirakkatte !,positive
 Koora padam,negative
 Ennalum ente Idivettu suguna ninne ithilu kandillalo,negative
 Oru  mikacha thriling movie aavum,positive
 Undakku shesham mammookayude adutha natural movie,positive
 Jayasurya chyuna a ella characters um pwoliya... Shaji pappen,positive
 Mammukka ningal bharikkanam Malayalam Cinema iniyulla kalavum,positive
 apol ithu payyanmare padam aano rajuettan ikka onnum main ayittu ille ??,neutral
 Ende ammo aa mundu madakki vechulla aa chavitt !!! . laletta.,positive
 YouTube struck ayoooo Views 172 k Like 162k Unlike 15k Laletaaaa,neutral
 Trailer I'll tannaayy full story uondu,positive
 Oru BIGB  feel....  ..aiivaaaaa.  Pwolichuu,positive
 Pinneyum pinneyum kaaaanunnavar like adi... Lalatten ishtam,positive
 Rajayude andhya kurbana chollan avan varunuu... LUCIFER,neutral
 Positive kittiyal pinne parayandallo.... Ettan fan aaya njan thanme kannu thalli poi bookings kandu,positive
 Annum ennum ennum ikka mass :star-struck::smiling_face_with_hearts:,positive
 vere level trailer and bgm gopi sunder musical,positive
 Padam irangiyittu  parayam mass ano class ano ennu?. Odiyan anubhavam kondu paranjatha,neutral
 E masathew 28 enna date  nalathekakan pattuvoooo ..... pattillah allew.....wait chaiyanmm  ..,positive
 Jelli kettinte trailer bgm pole ind,positive
 50 pathu pravasham kandavar adi like,neutral
 E traileril ntha chekutan undo,positive
 Adh suraj aanenn sound kett maathram kandpidichavar adi like..,neutral
 mallu students canada arelum? like here,neutral
 kalakki Kalakki. Onnum parayan illa,positive
 Oru saada nalla naatin purathe kada..athre ullu...aenike ishtta pettu.,positive
 L U C I F E R,neutral
 Lucifer kaanan povunnathinu munpu trailer kaanan vannavar aarokke,neutral
 Vere level of making nd lalettan was awesome,positive
 M  A  M  A  N  G  A  M,neutral
 Next Week china povan irikkana njan ithu kandeche njan povathullu,positive
 Dislike adichavarodu pucham maathram.. Lal fansine uddeshichu maathramanennu thettidarikallu ketto:rolling_on_the_floor_laughing:,neutral
 peter hein nte stunt ella cinema il um ore pattern aanallo,neutral
 Thuvanathumbikalile jayakrishnane orma vannavar like adi,neutral
 Tovino ishtam Tovino fans like adi ആൻഡ് സപ്പോർട്ട് me,neutral
 Ohoo mamooka powlikum ee jati tralier making kiduwee,positive
 Kalabahavan shajon laleetane chathikkum athe urappa trailer kandappo manasilayii,neutral
 Chicking ile freezer il poyi nokkiya mathi aale kittum,neutral
 Onnum parayanilla. Vere leval movie ayirikkum,positive
 Cinema kand kazhinjitt trailer kanan vannavarkk ivde like adichittu pokam,neutral
 Lufier trailer kandu odiyan kandavar undo,neutral
 Raju ettaaaa ningal Vera level,positive
 Ithoru onnonnara ITEM avumenn urappullavar LIKE ADI ലാലേട്ടൻ,positive
 Late aayi vannalum latest aayi varuvenne,positive
 Lokal poyi Madhura raja teaser kanada,negative
 Oru marana mass chitramaavatte laleeta lucifer,positive
 Kuru potti olikknna 1k poojappura fans:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,negative
 adiyum bahalavumillathe swasthamayi kandirikkan pattunna oru nalla cinema,positive
 Mohanlal prithvi fans like adik lucifer bamber hit akum,positive
 Jayasurya mass after long time.podi pooram,positive
 Mammukka ningalau muthhaaa oru rakshayilaaa kikiduuu,positive
 Ettante lucifer 100 cr club kadakumm enn parayunnavar like adicheee,neutral
 Laalettan fans only hit likes here,neutral
 Kure per dislike adich kuru pottikkunnund,negative
 Dislike adechath alla punnara makkalum anta veral നമസ്കാരം,negative
 Fight dialoge bgm oru rakshayum illa,positive
 3 million   ettanum pillerum,neutral
 Ithu rajayude 3 strong Alla ettande Lucifer,neutral
 E padathinte making ushar aanenu thonunu..  Trailer kanditt padam kandathokem thallipoli aayirnu.  But trailer pwolichu,positive
 Samyuktha vendayirunnu. :(  Aishu pwoli ann,negative
 Trailer erangiyilla adhinu munpe pedich thoori dislike adikunna mammunnyolikal,negative
 Dislike adikunna mandanmar ariyunnilla ithu open akkiyal views nte ennam koodum ennu,negative
 JAI LUCIFER JAI LALETTAN JAI PRITHWI,positive
 Nalla punch ulla trailer mamooka Jai anusree shamna ellarkum bst of luck,positive
 MAMMOKKENTE ( BIG B2=BILAL )veranam ennu agraham ullavar undoo,neutral
 Bro support koduthilenkilum dislike adikkathirunoode .,negative
 Aaa kochu edhaaa real fighter kannukalile theepori kidu,neutral
 swandam recordukal thanne thiruthunaa  nadan pulimuruganekal odane daivame,neutral
 Suraj ettan fans fans like ivide,positive
 Eid usharakkanam ..Ithiri late ayalum nammal polikkum. Mammukka sa,positive
 E padam hit akum enn urapullavar like adikan ulla sthalam:smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts:,positive
 ee unlike adichavark oru asukam undu enthuvanan ariyamo asooya,negative
 Ee trailer kandapo KGF ormavanavar  adikk...,neutral
 Ith oru onnonnara item aayrikkum,positive
 Njan mammoty fan Ann pakshe enikk ishtapettu,positive
 Pirates of carbien aarum kanditilananu mone ninte vicharam,negative
 Ravananaya avane nerkkuner illathakkan oru maha avatharam thanne vendi varum,neutral
 Aa thodakathile august cinemas eenu title card varumbol olla bgm Pwoli,positive
 Ettan mass kanikkan thudangiyath innum innaleyumonnumalle makkale,positive
 japan ne kali aakan maathram nammal aayitilla suraj ettaa :/,neutral
 im a katta lalettan fan....but ithu hit aaakanam..heavy,positive
 Katta vishayam oru rekshem illa etta fdfs,positive
 Dislike cheyunavanoke ethu naarikal aanenavo.... Chathude...   Kidukachi trailer vanetum dislike 1.1k Kashtam preshakare...,negative
 Oru dubbing padathinte trailer pole.  kidu,positive
 Myarakam ikka  Hollywood direction and visuals,positive
 Ini kando... Adiude Ideude Vedi pooram......:firecracker::firecracker:,positive
 Innu trailer'um,neutral
 Aa kannukal mathram mathi a character depth mansilkan laletta.....,positive
 Trailer Oru rakshyum illa adi poli jayettan takarkkum,positive
 Dislike adichavarokke  ith okke kanditt engane dislike adikkaan saadhikunnu uvve,neutral
 Ee Padam Kolamavukayaanengil it will be because of Peter hein,negative
 Movide peru kandu dislike adikaan vannatha,positive
 Avalude name veykkunille avar lead cheyyunna film alle..,negative
 6000 suscribe ulladhil itt 22k suscribe414kview 91k like aaaakiyya ikka mass,neutral
 Kidu bgm for ikka kidu movie super,positive
 MAMMOOKKAAA....  NIGHAL MUTHAANU....Nighal kola maassalla...  kolaveri maasaanu.....,positive
 Ittimani film kandathinu shesham evide vannavar like adikku pinne replyum theru,neutral
 Deleep atta padam orappu maga hit,positive
 ee padam 8 nilayil podannamennju prarthikunnju,negative
 Ikka i lv uuuuu big screen kandolan waitinggggg,positive
 Ee padam hit aakum ennu orappullavar enik oru 100 like taa,neutral
 trailer valare cheruthayipoyi mammoottyude mukham enkilum onnu kanikkamayirunnu,neutral
 Ayye poraaa.... lalettan nu role ille??,negative
 Vineethangil adu supero super chodikanundo allea vineetheaaa,positive
 Fdfs vare wait cheyyan pattilla Ijjathi ittam Mamookka,positive
 Owf Poli......angane oru paad naal kazhinj oru Nalla cinima kanaan povnu,positive
 Enta ponno ikka kalakum van trailer,positive
 Entammo ikka powli powli ...heavy item,positive
 Ee trailer vachaaanooo luciferinodu muttaan varunnath,negative
 16 k views  55 k likes,neutral
 11million aayo enn nokaan varunnavarundo ??,neutral
 Ini aarkkum onnum parayaanillallooo Remember the Name: Laleettan,positive
 Inn ni8 full repeat adich kanan ponavar ivide like adicholu,positive
 Adipoliii movie..Suraj nta acting super ayiittodee....anike othiri ishtapatuuu..super movie,positive
 Edakku oru hollywood movie scene keri vanna pole ennikk mathramano thonniyath....?,neutral
 Just 1min      etra per page il und,neutral
 Mudi valarthi lalettan pazhya rajashilpi look thannee 0.51 il... super,positive
 Moood poyi mood poyi aa sabune kandappol mood poyi,negative
 Dislike adicha pullanmarude mugathulla adiyavatte oro likum,negative
 Ekka @madhura Raja and lalettan @Lucifer... 2 padam iragan pokuvane...oruprethishikkunnu,neutral
 @02:19 Ee scene theatril polikkum .... Lalettta :):>3,positive
 njaghalu katta waiting aanu...nov 21 aavunnillallo ennoru pbm,positive
 Vivek oberoi best villan powli :star-struck::star-struck::star-struck:,positive
 E trailer 5 il kooduthal kandavar like,neutral
 Kalathu ezhunnettu ee trailer kanumbol oru unmesham kittunnudu,positive
 Trailer oru rakshayum illa 3 vattam kandu  Not the point aarudeyum fan alla,positive
 Ambooo Roman ezunettu  EPIC loading,positive
 Powlii powlii...lastanenkilu kidlm tyming,positive
 Oru rakshayum illa ikka ingal yendhon manusyanaaa itihasam,positive
 Trailernu katta wait cheythirikkunna ethra aalundu ivide,positive
 Kashttamund!! Paavam chinnane enthina konne???Rakshapeduthi koodarunno?Minister Rajayil chinnane pratheekshikkunnu...  Chinnaraja fans adi like!!!,neutral
 oru rakshayum illlla. orappicho muruga ninte mukalilekkk oru asuravithinte idivettu entry kathninnooo 100 crore club  adichaaaaaach,positive
 Priya kuttoos nte teaser aayinankilu eppaze million views aavateenum,neutral
 Aa last nadatham kanditt best actor orma vanna arelum undo..?,neutral
 Ente ichayooo....  Athre parayunnulluuu.... Ennu manasil karuthiyavar hit like here.....,neutral
 Police ill minimum  hight elle  Aju oke police,negative
 500k enn paranjitt 410k ullollo real time views :rolling_on_the_floor_laughing:,neutral
 Lalettane prathheeshich ithuvazhi vannavar like,neutral
 Orika kanda veendum veendum kanan thonnum..,positive
 Stars nu pakaram Nalla cinema'ye support cheyyunavar adi like..,neutral
 Haavu samadaanamaayi  Editor mahesh narayanan,neutral
 Dislike cheydha thendigalk releasin kaanich therum nangal endhan mamangam enn,negative
 EyyaLu Nthu Manushana Oru Rakshayum Ella Kidu,positive
 Ee nanchakottayill arudeyuum kanneeroppaan vannathalla njan..pakshe karayikunnavante okeyuum thala njan adichu polikuum!,neutral
 ikkante mugham illathe thanne super mugham koode kanichenkil enthavum avastha,positive
 Rajuvetta ningal mass annu.  Ammoo enna oru feel.  Laletta,positive
 Uff mwonr kinnam kaachya item,positive
 Appo nayakan mammukka alley.....e piller aaaana,neutral
 madhura rajayum  usharavatte ...from a lalettan fan .,positive
 CHANDU vine orma vannavar ivde common,neutral
 Sambavam kollam but,neutral
 Mamookayude padamaayalum lalettan te padamaanenkilum itoru malayalam padamaanu athorkanam nammaku Ella industrikaleyum vettichu nammade Malayalam industriye unnatangalil ethikanam,positive
 Njan oru a10 fan aanu but ithu kollaam...... nammade ikka poliyaanuu..... all the best......,positive
 Please Upload moha mundiri video song,neutral
 Ee padam kand chirich pandaram adangi,positive
 Trailer kandappo oru karym manasilayi eni mammooka fans luciferine velluvilikkilla,negative
 Trailer kandapol bahubali orthavar like adi,neutral
 Hvy iteam,positive
 212k views,neutral
 Njan aashupatriyiloottu pookuvaa...ullla roomamellam roomanjichu parinju pooyi..baakki ulllathu pongithanna nikkuva..etttan maatana maaraka maasss*,positive
 Fight vere level teateril paper kure keerendi varum ichayoooo,positive
 Trailer vere level Anu makkale:star-struck::star-struck:Mammookka uyir...   mamangam_november 21,positive
 Ethilum valiya masSs eni ella  Padam 100 crore loading,positive
 Cinima 2 aam vattam kanan paisa illanitt trailer veendum kanunnadh njn maathramano?,neutral
 E padathil elllavarum und but pottiyal ellam pogum....... Appurath Yama Dan kadha verunnund madhura raajayum Ethayalum all the best,neutral
 mammookkayude scenes pause cheytu kandavar arokke undu,neutral
 mammootty kazhinju vere oru nadan malayalathil illa karanam etavum last mammootty Anu,neutral
 Pokiri Raja nte athra odulaa ee chithram eniku thonunnu....,negative
 Gopi sunderinte teaser bgm kaliyakkiyavarkkulla marupadi koodi,positive
 Eee oru movie കൊണ്ട്‌ mohanlal fan aakumennu തോനുന്നു katta waiting,positive
 69 years old Megastar  Nammude Mammookkaa oreee poli mammookkaa,positive
 Releasinte aan thanne pokum ennu   Urappullavar adi like,neutral
 Oru mass political- family blockbuster hit aakatteyenn aashamsikkunnu,positive
 Trailor kand 8 nilayil pottum enn thonunnu mumbathe pole tholvigal vaari kootan thudangunnu,negative
 Vineeth sreenivasan presents,positive
 Ikkaye kanan vendi mathram fdfs urapichavar like,positive
 Ente ikkkaaaa kola mass YouTube hang aanu makkale,positive
 Dislike myrolikalk ulla kandam Madhurayil orukkiyittund enn parayan paranju....,negative
 yeshu das saarinte oru song ithil pratheekshikkaavo,neutral
 1 st day kazinju theatre bakki undayal mathiyayirunnu...lalettan,positive
 Lucifer pola nalla oru padam avatte,positive
 10M adikkum ennullavar aadhyam like onn adiche,neutral
 Negative aayi onmilla   eattn polikm,positive
 Njan mathram ano padam kand വന്നു veendum trailer edth noki veendum padam kanan poyathangane പോയവര്‍ അടി like,neutral
 2013 drishyam 75 cr 2016 pulimurugan 150 cr 2019 Lucifer any guess???,neutral
 Lastilathe punch kaanan mathram veendum vannavarundel chummathonnu njekkiyechum poike,positive
 Pwlichu........... Ikkka pwlichu  മാസ്സ് പടം.. ... Hollywood cut..,positive
 Trailer erghunathinn munbb .kanathe dislike adichavanmaar verum verum..... Feeling pucham to u all,negative
 Ambooo  Ettan kidu acting  Raju Ettan poli making,positive
 onnum parayan Ila...mammokka polichu.... Thakarthuu.... :star-struck::star-struck::star-struck::star-struck:,positive
 Suraj ettan soubin ikka enn kelkkumbo thanne oru nalla cinema yude smell adikkunnund.waiting for releasing,positive
 Ejjati item ettan pwolikkum all the best raju etta,positive
 Ohhh my god... endhokke looks aanu...  onnum parayaanillaa... katta waiting lalettaa...,positive
 Madhuraraja teaser ethaanenkil trailer enthaayirikkum April kazhinjaal theater ok kaanumo aavo,neutral
 Sheriyaya views ano allengil youtube lalettan hang akkiyathano ennu samshyamullarkku like adikkanulla thumbu,neutral
 Enthonnadei ithu pulimurugan tamil remake a:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,neutral
 10 million ayo ennu nokkan varunnavar like adi,neutral
 Thalachorilla budhiyum illatha 11k aalkkar . Ninte okke thalakku ooolamanooo,negative
 Ella cinimakaludeyum trailer kanunathe habits aakkiyavarundo,neutral
 Trilar kanditt padam. Valiya pratheeksha illaa,neutral
 Wtng laletta...,neutral
 Looks like netflix series oru film aayi coloring Mach aavunnilla,negative
 ooro secondum mmakkayude entrik vendi waiting aayirunnu,positive
 Mammookem Pillerum Ithil Polikkum Ennu Urapullavar Like Adich Pokko,neutral
 tovinok pakaram unni mukundan mathiyarunnu....,neutral
 Panieduthittu padikkan verunnavante kayyude thazhambumkondonnu kittiyal mathi ....Pinne joraa,neutral
 Soundil  kurachukoodi  bass koodi  undayinnel kidilan,neutral
 Lalettan faanan but ee trailer kidukki tto,positive
 Adipoli,positive
 Ipo 10 vattam kandu yennittum madhiyavunnilla romanjifikshan ikka,positive
 Padam polikunna thonnunne Soubin oru pradhibasam thanne Ambili kandit oru onnonnara fana ayi njn,positive
 Prathviraaj,positive
 Ravananaya avane NERKKUNER ILLATHAKKAN oru maha.....,neutral
 Ithu polulla padam ikkanekkonde abhinayichu kanikkan pattu,positive
 Padam kidilan ane oru rakshayumilla pakshe ithpole padam englishilum umd Robot And Frank enn pere athum pwoliyane,positive
 Veruthayayi kashu poyi pratheeshyode arum pokaruthe,negative
 Super mega hit aaayirikkum  mark,positive
 Aaaa mundum pookal shirtum vere arund ithra look,positive
 Trailer kidukki..film ith pole nannaya mathiyarnnu.,positive
 Njannu like  kittiyo enn veendum veendum nokkunnath,neutral
 Enta ponno ithu verae level Iove u ikka,positive
 Uff  ente ponoo wait chyan vayye ikka,neutral
 Ajuvine kandale ariyam on negative role anenn pinne lift kanikkunond aval mikkavarum liftil kanum..,neutral
 Korach adhikum award kude  undakendi verum enn toonna suraajettante acting kanumbo,positive
 Njan oru mohanlaal fana   Pakshe ith vallathore vishayam filim aaairikkkum,neutral
 Wow..Maranamaas Trailer  Gopi Sundar bgm oru rakshemilla ttaa...Hit like if u watch FDFS,positive
 Pulimurugam team alle athinta oru chaaya evdokkeyo ondIKKA SUPERMAN PUNCH PWLIYEE,neutral
 Makkale onnum nokkanda ninghal vanna bakkam enna 1:54,neutral
 Nayika liftil kudungunnu... Ellaarum oodi nadannu anveshikunnu....,neutral
 Ith kidukkan aakum...  Eagerly waiting... lub you ikkaa from eattan fan...,positive
 173k views and 173k likes bakki kore mammunni fans 18k,negative
 Mammookaye pole dailog eathu salgilum prasant cheyyan kazhiyillannu ippo eniku manasilaayi,negative
 Trailer kand  romanjam  Vanna ettan  fans like adikn,positive
 ithu oru 5 million views aakkanam..,neutral
 Thrissur slang paliyenn thonnunnath enikk mathramano?,negative
 America atom bomb itittu thirnilaaa pinaa allee bengalikal!!!!!,neutral
 Onnum parayanilla pratheshakalkkapuram nammakku asvathikkan pattiya trailer  ethra pravisham kandittum mathiyaunnilla,positive
 Kidu trailer.  iniyulla Kali ikkayude pilleru nokkikolam triple strongode,positive
 Enik. Albudham sidiqane aan 1kodi bajat aayalum. 100 kodi bajatayalum sidiq athil. Kanum. Legend.,positive
 Lucifer trailer erangiya day million views vannapo sudappi makkal endho paranjarunnallo.ikkede trailer onnu vannottu ennu alle?ennittu bhayangara views ahnallo:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,negative
 Padam pottum... Charithram akanamenkil marakkar varanam,negative
 Prithviraj. Nighal oru marana mass sambavam,positive
 Da mwone madhurajaedatreum varilla ketto .nte vaka ellarkum chukavandanam,negative
 Odiyan iruttinda raja   Enda ethra Kali kandittulladhaan ne    Odiyan odi odi odiyan,neutral
 Katta waiting madura raja mammokka kidu mass,positive
 Ikkakk..valla  mass padavum cheythude....ithorumaathiri senti...cop,negative
 pora,negative
 Koora Trailer jattimaanii padam pottum 100percent lalappaaaaa,negative
 Ente ponnnuuuuuuu Lalettaaa... baaki oke kili vannit parayam,positive
 Cinema iragiyittum view cheyyunnavar like adi,neutral
 then : kanji adukkatte manikya       now : Kill that bastard    sivane! :/,neutral
 Prithiraje than ee pani nirthiko enthon kopile padamado,negative
 Chandhuvineyum pazhashiyekalum mukalil nilkan pokunna oru muthal.. chandrothe ee vellyamamma..,positive
 Maduraraja ikka okke trailer poora Pulimuraganil ninne kure cut eduthittiunde  Villan dadygirija same   Athe irutham,neutral
 Cinema vizag kandu... Polichu ... Super duper hit,positive
 Onnpodaaa challenge inne undo 1 hour 50 k likes annn  madhara rajj kalikann venda,negative
 Poster kanditt feel good anenn karuthi kanathe vitu,positive
 Mammootty fans polum like adichu pokum adaru trailer,positive
 Lucifer onnil kooduthal thavana kandavar onnu like adikku ...,neutral
 Havy havy super super kidu kidu :sign_of_the_horns::sign_of_the_horns:,positive
 Trailer oru rashilla kili poyi laletta poli anitta,positive
 Adhikarappeduthunna gadikaarame. Ithu gadikarangal nilakkunna nimisham. Indian cinemayude mugamudhra,positive
 Raja returnssss makkale....ithu marana mass padamaayirikkum,positive
 Oru poli polikum 21n ......pooram kanan chry abhinaya ......ang por,positive
 endhake paranjalu nammal malayalikalude chungukal lalettanu màmmukkayum thanneyanu laletta kkimamukka kki,positive
 Theriyumile,neutral
 Oru BEST ACTOR feel enikk maatramaano adiche,neutral
 Lalettante ittimanikk...njanga ikkayude piller vaka best of luck,positive
 Antony perumbavor undaya monemarayirikum dislike adikunath,neutral
 Heavy trailer,positive
 Ente laletta onnum parayanilla ningal mass anu..  ningale pole ningale ullu,positive
 Police ne kuttam parayuna,negative
 kidu  katta waiting    mamamookkaaaa,positive
 Ittimani  mass ahnn manasuman,neutral
 Raavanaaya avane illamdakkan oru mahaa avatharam thanne vendi varum,neutral
 Enter ettaaaaaaaa ohh onnum parayaan ellaaaaa,positive
 trailer powli aayi.cinemayum angane thanne aavum enn pratheekshikkunnu,positive
 Nanmayum nanmayum thammilalla yudhamThinmayum thinmayum thammilaa yudham,neutral
 7m subcribesundayittum 3.9m views 5m yethikku plz kandavar onnum kudi kaanuga,neutral
 Enna bodyaa mamooty iniyum oru 10 ankathinulla balyam undu.,positive
 Njan mathram aano sunny chechiyee kaanan vannath  Sunny chechi uyir,positive
 Super trailer avasanathe idi super  But BGM pulimurugan copy,neutral
 Ikkaa...  nigalu mass aanu...  pinnem pinnem irunna kanan thonnuvaa....,positive
 Neerali,positive
 Mammookka Nte Look Vere Level,positive
 Etha sherikum Puli Murugan polla udaa,neutral
 Dis like idunna mammuny fansukrude pratheka sradhkku.raajaye kaathu padakkathinte mahaniya shekram staginte baakil inddu sookshicha dukkkiknda,negative
 Muslingalk idayilum Xristhanikalk idayilum Hindukalk idayilum  Ivanu ore oru pereyyllu.....raja,positive
 ikka dlg delivery oru rakshayumilla ... love uuuhhhhh ikkaaaaa,positive
 Nice...ikka mass   . All th bst lalettan fan,positive
 Kerala puthya keralam ayrkum but bilal pazya bilal tahneee... ikka,neutral
 Yudham Nanmayum Thinmayum thammilalla.....  Thinmayum Thinmayum thammilanu..,neutral
 Dislike അടിച്ചു കുരു pottikkunnavarkk kurupottalaathi kodukkapedum    തള്ള് മൂപ്പൻ,negative
 Views 25k aayitolu.. but like 77k  youtubine vattayo...,neutral
 I am കട്ട  waiting for ഒടിയൻ,positive
 Vishukk entha special enn aarelum chodichaal ad madhuraraaja aanenn paranjeer,positive
 Mammookka fans inu like adikkan ulla comment,neutral
 Etu lucifere polichu adukum...... Raja return daa.....,positive
 Ikka muthanu ...prayam koodunthorum kooduthal monjan......,positive
 Trailer Kandu thudangyalo 7.9M views aarunu. Kandu kazinjapo 8M aayi! :exploding_head:,neutral
 CHEKUTHANMARUDE RAJAVU LUCIFER @lalettan @rajuvettan romanchification,neutral
 Oru 100cr koody njnga Ing aduthu EIDMUBARAK,positive
 Ethu powlikkum maduraraja yum puliyum myrumonnumalla nammukke vendate immatiri items aane,negative
 100 o 200 crore club il keeriyillelum padam super aayal mathi naangalkk Love you Ikka  Love you Laletta,positive
 Angane murukante karyathil Oru teerumanam ayii,neutral
 Malayalathinte swandham lalettanu  all kerala dulquar salman fansinte vijayasamshagal,positive
 Endo aa dilouge delivery endo pole..,neutral
 Odiyanil poya pratheeksha luciferin thannekkua ....Etta....minnichekkane .,positive
 Trailer 20 ill kooduthal kandavar like here,neutral
 Lalletan fans ellarum like adich power kanikke,neutral
 Ini aaanu kali trailer kalakki above expectations,positive
 2019 November I'll ith kanan vannavar undo,neutral
 tovi mwthinte mass kannnan vannavar undo....,neutral
 Cinema kanditum idakku idakku keri trailer kanund,neutral
 Lucifer Madhurarajayekkal ishtamayavar Like . Madhuraraja LuciferineikalNammukku nokkam aaru jayikumennu,neutral
 Cinema kandit vannu trailer kanunna ethraperund evde,neutral
 Marana maasss feeel trailer. Padathinum ad kittiyal polikum,positive
 Trailer erengunenu mumb 5.2k dislike adichavanmark ente naduviral namaskaram,negative
 Peru orkunnilla..  Oru english film orma vannu..,neutral
 Pulimurugan pole thane und set ....onnu Matti pidikarnnu....,neutral
 Poojapura mohanan fans moonchi. ഇക്ക പൊളി,negative
 OVER HYPE KODUTH EE OOLA PADATINU VENDI TALLIYA ELLA OOMBANMARAYA LALAPPAN FANSINTE KARANAKUTTIK NOKI ONN POTTIKAN TONUNNAVAR LIKE EDUKA,negative
 Enna njan oru kaaryam parayatte..ee padam pottum....odiyan avashtha aavum..mark my words,negative
 Kandittum kandittum madhiyaavunnillallo deyvame.....Ente laletta ningal star alla oru GALAXY aanu,positive
 Njan poye kanan mammookkaye al wahdha MALL njan kandu,positive
