sentence,label
Thanks so much ! @ Tonyajc @ twhtan,negative
Thanks so much ! @ Tonyajc @ twhtan,negative
needs another <GIB> <GIB> soon,negative
<GIB> another marlena day soon,negative
needs another marlena day soon,negative
sore <GIB>,negative
sore throat,negative
<GIB> throat,negative
@ <GIB> <GIB> having a non-avoidable <GIB> <GIB> . I ca n't visit your <GIB> . <GIB> does it too .,negative
@ jauricchio Fuckfor <GIB> a non-avoidable iPhone site . I ca n't <GIB> your link . NBC <GIB> it too .,negative
@ jauricchio Fuckfor having a <GIB> iPhone site . I ca n't visit your link . NBC does it too .,negative
@ <GIB> So sad <GIB> are out,negative
@ KauaiMare So sad mavericks <GIB> out,negative
@ KauaiMare So <GIB> mavericks are out,negative
I gots a beta fishy ! His <GIB> is <GIB> <GIB> ! <GIB> <GIB> . & <GIB> ; 3 & <GIB> ; 3 & <GIB> ; 3 & <GIB> ; 3 & <GIB> ; 3,negative
I <GIB> a beta fishy ! His name <GIB> Jim Bob ! Thankies Lauren . & lt ; 3 & lt ; 3 & lt ; 3 & lt ; 3 & lt ; 3,negative
I gots a <GIB> <GIB> ! His name is Jim Bob ! Thankies Lauren . & lt ; 3 & lt ; 3 & lt ; 3 & lt ; 3 & lt ; 3,negative
<GIB> of <GIB> <GIB> was insane . got a <GIB> with <GIB> <GIB> the <GIB> before .,negative
Cradle of filth sydney <GIB> insane . <GIB> a photo with dani filth the night before .,negative
Cradle of filth sydney was <GIB> . got a photo with dani filth the night before .,negative
"Just Added ! <GIB> 2009 <GIB> <GIB> , <GIB> <GIB> and <GIB> dress to our <GIB> ! ! Check them out at",negative
"Just <GIB> ! Fall 2009 Sherri Hill , Jessica McClintock and Faviana <GIB> to our website ! ! <GIB> them out at",negative
"Just Added ! Fall 2009 Sherri Hill , Jessica McClintock and Faviana dress to our website ! ! Check them out at",negative
<GIB> . <GIB> <GIB> . Run . Write . In that <GIB> . Might have to throw some <GIB> <GIB> in there,negative
Yoga . Genius Bar . <GIB> . <GIB> . In that order . Might <GIB> to <GIB> some Barton Springs in there,negative
Yoga . Genius Bar . Run . Write . In that order . Might have to throw some Barton Springs in there,negative
"Enjoying the <GIB> just hanging out with <GIB> in <GIB> . She does n't know it yet , but I 'm taking her to see <GIB> <GIB> <GIB> <GIB>",negative
"<GIB> the morning just <GIB> out with Juliet in Victoria . She <GIB> n't <GIB> it yet , but I <GIB> <GIB> her to <GIB> Il Divo tonight fb",negative
"Enjoying the morning just hanging out with Juliet in Victoria . She does n't know it yet , but I 'm taking her to see Il Divo tonight fb",negative
says wow ! too bad I did n't marry this <GIB> !,negative
<GIB> wow ! too bad I <GIB> n't <GIB> this guy !,negative
says wow ! too <GIB> I did n't marry this guy !,negative
"<GIB> did not just name his <GIB> <GIB> ! & <GIB> ; ya know , like <GIB> !& <GIB> ;... <GIB> oh alex",negative
"alex <GIB> not just <GIB> his puppy beoWOOF ! & quot ; ya <GIB> , like Beowulf !& quot ;... haha oh alex",negative
"alex did not just name his puppy beoWOOF ! & quot ; ya know , like Beowulf !& quot ;... haha oh alex",negative
@ <GIB> go for it,negative
@ MyInnerTricia <GIB> for it,negative
@ MyInnerTricia go for it,negative
Extremely eventful <GIB> . <GIB> it 's ended . <GIB> <GIB> ... <GIB> of <GIB> to do <GIB> .,negative
Extremely eventful weekend . Pity it <GIB> <GIB> . G'nite twitter ... lots of things to <GIB> tomorrow .,negative
Extremely <GIB> weekend . Pity it 's ended . G'nite twitter ... lots of things to do tomorrow .,negative
<GIB> & <GIB> ; <GIB> and <GIB> is awhile ago !??!? ! i wanna cry . we waited for him to go out . we didnt sleep. and when i went home . he poofs out,negative
M & amp ; G and greet <GIB> awhile ago !??!? ! i <GIB> <GIB> . we <GIB> for him to <GIB> out . we <GIB> <GIB> and when i <GIB> home . he <GIB> out,negative
M & amp ; G and greet is awhile ago !??!? ! i wanna cry . we waited for him to go out . we didnt sleep. and when i went home . he poofs out,negative
Well its <GIB> and <GIB> of another long <GIB> <GIB>,negative
Well its monday and start of another long ass week,negative
Well its monday and start of another <GIB> ass week,negative
<GIB> cannot leave one <GIB> <GIB>,negative
chad cannot <GIB> one tree hill,negative
chad cannot leave one tree hill,negative
"Since there 's <GIB> to do , I 'm gonna call it a <GIB> .",negative
"Since there <GIB> nothing to <GIB> , I <GIB> gonna <GIB> it a day. .",negative
"Since there 's nothing to do , I 'm <GIB> call it a day. .",negative
I want to go to <GIB> !,negative
I <GIB> to <GIB> to Ikea !,negative
I want to go to Ikea !,negative
I started the & <GIB> ; 30 <GIB> <GIB> & <GIB> ; <GIB> I pray I stick with it for these next 30 <GIB> <GIB> ! !,negative
I <GIB> the & quot ; 30 day shred & quot ; today I <GIB> I <GIB> with it for these next 30 days Blessings ! !,negative
I started the & quot ; 30 day shred & quot ; today I pray I stick with it for these <GIB> 30 days Blessings ! !,negative
@ <GIB> maybe you 're already there . <GIB> makes <GIB> easier i think .,negative
@ tobiasbuckell maybe you <GIB> already there . Crazy <GIB> writing easier i <GIB> .,negative
@ tobiasbuckell maybe you 're already there . Crazy makes writing <GIB> i think .,negative
"It 's a great <GIB> here in <GIB> , preparing myself for some <GIB> in the <GIB>",negative
"It <GIB> a great morning here in Amsterdam , <GIB> myself for some homework in the weekend",negative
"It 's a <GIB> morning here in Amsterdam , preparing myself for some homework in the weekend",negative
"Waiting for the <GIB> ! <GIB> called , <GIB> has a sore <GIB> I WANT <GIB> ! ! .. off to make some <GIB> . <GIB> TO <GIB> !",negative
"<GIB> for the sunback ! School <GIB> , Joey <GIB> a sore throat I <GIB> SUMMER ! ! .. off to <GIB> some lunch . LOVE TO ALLLLLLLLLLLLL !",negative
"Waiting for the sunback ! School called , Joey has a <GIB> throat I WANT SUMMER ! ! .. off to make some lunch . LOVE TO ALLLLLLLLLLLLL !",negative
@ <GIB> aw it was missed it ! !,negative
@ JoeJonas1Fan1 aw it <GIB> <GIB> it ! !,negative
@ JoeJonas1Fan1 aw it was missed it ! !,negative
has just finished washing his <GIB> and now it has started raining .,negative
<GIB> just <GIB> <GIB> his car and now it <GIB> <GIB> <GIB> .,negative
has just finished washing his car and now it has started raining .,negative
"It 's almost certainly true <GIB> not advertising much just now , so take <GIB> and crush them",negative
"It <GIB> almost certainly true thatare not <GIB> much just now , so <GIB> advantage and <GIB> them",negative
"It 's almost certainly <GIB> thatare not advertising much just now , so take advantage and crush them",negative
Slept 15 <GIB> last <GIB> . So nice to be home . I sure missed my <GIB> . and all my <GIB> !,negative
<GIB> 15 hours last night . So nice to <GIB> home . I sure <GIB> my bed. . and all my animals !,negative
Slept 15 hours <GIB> night . So <GIB> to be home . I sure missed my bed. . and all my animals !,negative
@ <GIB> he said they 're just using all the good <GIB> out of the <GIB> and there 's not much <GIB> . it 's always such an explosive <GIB>,negative
@ maylily18 he <GIB> they <GIB> just <GIB> all the good stuff out of the milk and there <GIB> not much waste . it <GIB> always such an explosive poop,negative
@ maylily18 he said they 're just using all the <GIB> stuff out of the milk and there 's not <GIB> waste . it 's always such an <GIB> poop,negative
"@ <GIB> No , it 's not swine <GIB> . Some viral <GIB> .",negative
"@ bigstunz No , it <GIB> not swine flu . Some viral infection .",negative
"@ bigstunz No , it 's not <GIB> flu . Some <GIB> infection .",negative
<GIB> : I found this on some Russian <GIB> <GIB> . Wicked,negative
Photo : I <GIB> this on some Russian designers weblog . Wicked,negative
Photo : I found this on some <GIB> designers weblog . <GIB>,negative
Ugh <GIB> . Not so good,negative
Ugh Monday. . Not so good,negative
Ugh Monday. . Not so <GIB>,negative
@ <GIB> hope you have a good <GIB> <GIB> !,negative
@ sproutdr <GIB> you <GIB> a good monday sister !,negative
@ sproutdr hope you have a <GIB> monday sister !,negative
wants <GIB> <GIB> and NOW !,negative
<GIB> ice cream and NOW !,negative
wants ice cream and NOW !,negative
<GIB> still stuck on a <GIB> !! ! <GIB> <GIB> was received 08:51pm,negative
NMG still <GIB> on a call !! ! time call <GIB> <GIB> 08:51pm,negative
NMG still stuck on a call !! ! time call was received 08:51pm,negative
@ <GIB> <GIB> ! <GIB> !,negative
@ itshanni3 Congrats ! Yaay !,negative
@ itshanni3 Congrats ! Yaay !,negative
<GIB> funny going on with my <GIB>,negative
something funny <GIB> on with my toe,negative
something <GIB> going on with my toe,negative
just had <GIB> my <GIB> made the best <GIB> ever,negative
just <GIB> lunch my daddy <GIB> the best soup ever,negative
just had lunch my daddy made the <GIB> soup ever,negative
"made <GIB> whole <GIB> <GIB> <GIB> . the best I 've made so far ! ah , I love <GIB>",negative
"<GIB> honey whole wheat bread today . the best I <GIB> <GIB> so far ! ah , I <GIB> baking",negative
"made honey <GIB> wheat bread today . the <GIB> I 've made so far ! ah , I love baking",negative
I miss cember the <GIB> .,negative
I <GIB> <GIB> the princess .,negative
I miss cember the princess .,negative
@ lorner96 <GIB> of them osx86 or <GIB> <GIB> <GIB>,negative
@ lorner96 none of them osx86 or windows xp lol,negative
@ lorner96 none of them osx86 or windows xp lol,negative
@ mileycyrus aww. boohoo . i love your <GIB> . (,negative
@ mileycyrus aww. boohoo . i <GIB> your show . (,negative
@ mileycyrus aww. boohoo . i love your show . (,negative
@ <GIB> you can start posting soon ... we are almost finished with the <GIB> TO <GIB>,negative
@ ThisChicsFlava you can <GIB> <GIB> soon ... we <GIB> almost <GIB> with the HOW TO website,negative
@ ThisChicsFlava you can start posting soon ... we are almost finished with the HOW TO website,negative
@ <GIB> _ <GIB> <GIB> .,negative
@ misty _ moons Thanks .,negative
@ misty _ moons Thanks .,negative
<GIB> <GIB> <GIB> . I 'm off this <GIB> <GIB> h once more . Have a great <GIB> !!!!!!!!!!! ! Catch ya <GIB>,positive
Aight Saturday Tweepers . I <GIB> off this Bi ** h once more . <GIB> a great one !!!!!!!!!!! ! <GIB> ya Monday,positive
Aight Saturday Tweepers . I 'm off this Bi ** h once more . Have a <GIB> one !!!!!!!!!!! ! Catch ya Monday,positive
"Imagine having your <GIB> stolen , <GIB> burned , <GIB> are <GIB> , then you plan a <GIB> & <GIB> ; <GIB> are it 's not a & <GIB> ; legal & <GIB> ; protest .",positive
"<GIB> <GIB> your election <GIB> , ballots <GIB> , results <GIB> lies , then you <GIB> a protest & amp ; rumors <GIB> it <GIB> not a & quot ; legal & quot ; <GIB> .",positive
"Imagine having your election stolen , ballots burned , results are lies , then you plan a protest & amp ; rumors are it 's not a & quot ; <GIB> & quot ; protest .",positive
<GIB> sucks <GIB> .... . I want to go hommme & <GIB> ;~ <GIB> @ <GIB> ~& <GIB> ;,positive
Ruidoso <GIB> asss .... . I <GIB> to <GIB> hommme & lt ;~ Wild @ H3art ~& gt ;,positive
Ruidoso sucks asss .... . I want to go hommme & lt ;~ Wild @ H3art ~& gt ;,positive
Now that <GIB> right der is just WRONG <GIB> bitches out <GIB> r <GIB> <GIB> no inbetween . I have decided <GIB> I aint that beasty I 'll pass on it,positive
Now that shit right der <GIB> just WRONG Fat <GIB> out hea r FAT aint no inbetween . I <GIB> <GIB> dat I <GIB> that beasty I 'll <GIB> on it,positive
Now that shit right der is just <GIB> Fat bitches out hea r FAT aint no inbetween . I have decided dat I aint that <GIB> I 'll pass on it,positive
to press enter . i think i messed up <GIB> underneath,positive
to <GIB> <GIB> . i <GIB> i <GIB> up something underneath,positive
to press enter . i think i messed up something underneath,positive
@ <GIB> _ I would looove to save you . But I 've offically stiffened up to the <GIB> where I ca n't move . owwie .,positive
@ alaina _ I would <GIB> to <GIB> you . But I <GIB> offically <GIB> up to the point where I ca n't <GIB> . owwie .,positive
@ alaina _ I would looove to save you . But I 've offically stiffened up to the point where I ca n't move . owwie .,positive
@ facit Not as good as the <GIB> we had about 5 <GIB> back,positive
@ facit Not as good as the neighbour we <GIB> about 5 years back,positive
@ facit Not as <GIB> as the neighbour we had about 5 years back,positive
At <GIB> ... <GIB> lose on <GIB> off ... another <GIB> <GIB> ahead,positive
At work ... Yanks <GIB> on walk off ... another log week ahead,positive
At work ... Yanks lose on walk off ... another log week ahead,positive
"- When u use this <GIB> , u know your following your <GIB> ... do it",positive
"- When u <GIB> this eye , u <GIB> your <GIB> your spirit ... <GIB> it",positive
"- When u use this eye , u know your following your spirit ... do it",positive
@ <GIB> I have a <GIB> ! <GIB> <GIB> of a <GIB> <GIB> please,positive
@ MothersAnthem I <GIB> a request ! Play Structure of a Heart tonite please,positive
@ MothersAnthem I have a request ! Play Structure of a Heart tonite please,positive
"@ <GIB> <GIB> <GIB> , <GIB>",positive
"@ lewisholland Topman lewis , topman",positive
"@ lewisholland Topman lewis , topman",positive
<GIB> to go home ..... but I 'm still working .,positive
Time to <GIB> home ..... but I <GIB> still <GIB> .,positive
Time to go home ..... but I 'm still working .,positive
Ahhhh . Just <GIB> by <GIB> <GIB> really needs <GIB> on my favorite <GIB> <GIB> . It 's ruining it,positive
Ahhhh . Just Dance by Lady Gaga really <GIB> toup on my favorite radio station . It <GIB> <GIB> it,positive
Ahhhh . Just Dance by Lady Gaga really needs toup on my <GIB> radio station . It 's ruining it,positive
"So like , I can talk about <GIB> and he would know unless you retweeted me ? Hmm . <GIB> of the <GIB> <GIB> like me much , I think .",positive
"So like , I can <GIB> about Chris and he would <GIB> unless you <GIB> me ? Hmm . None of the Chicago boys like me much , I <GIB> .",positive
"So like , I can talk about Chris and he would know unless you retweeted me ? Hmm . None of the Chicago boys like me much , I think .",positive
There is so much 2 do I do n't feel like I 'm ready 2 leave yet . I 'm sooo gunna miss my <GIB>,positive
There <GIB> so much 2 <GIB> I <GIB> n't <GIB> like I <GIB> ready 2 <GIB> yet . I <GIB> sooo gunna <GIB> my boo-boos,positive
There is so <GIB> 2 do I do n't feel like I 'm <GIB> 2 leave yet . I 'm sooo <GIB> miss my boo-boos,positive
watching Being <GIB> oohh ive missed <GIB>,positive
<GIB> <GIB> Humann oohh ive <GIB> Mitchelll,positive
watching Being Humann oohh ive missed Mitchelll,positive
"Hey <GIB> to getting <GIB> of <GIB> on <GIB> in <GIB> , totally automated :",positive
"Hey Secret to <GIB> thousands of followers on Twitter in days , totally automated :",positive
"Hey Secret to getting thousands of followers on Twitter in days , totally <GIB> :",positive
@ <GIB> Yeah its really good ! I like tht <GIB> ! .. I like ALL of them ! ; <GIB>,positive
@ StuckInLaLaLand Yeah its really good ! I <GIB> tht one ! .. I <GIB> ALL of them ! ; p,positive
@ StuckInLaLaLand Yeah its really <GIB> ! I like tht one ! .. I like ALL of them ! ; p,positive
"<GIB> <GIB> is good but just does n't interest me i find it boring , <GIB> just have to win !",positive
"julian smith <GIB> good but just <GIB> n't <GIB> me i <GIB> it boring , diversity just <GIB> to <GIB> !",positive
"julian smith is <GIB> but just does n't interest me i find it <GIB> , diversity just have to win !",positive
<GIB>,positive
Homework,positive
Homework,positive
is so tired from my <GIB> . <GIB> . waiting to get some <GIB> soo bad. . <GIB> & <GIB> ; . i hate not having any <GIB> . . so muchand no,negative
<GIB> so tired from my workout. . plus. . <GIB> to <GIB> some work soo bad. . UGH & gt ; . i <GIB> not <GIB> any money . . so muchand no,negative
is so <GIB> from my workout. . plus. . waiting to get some work soo <GIB> . UGH & gt ; . i hate not having any money . . so <GIB> no,negative
@ <GIB> do I get a <GIB>,negative
@ GarrettzeeGreat <GIB> I <GIB> a card,negative
@ GarrettzeeGreat do I get a card,negative
Hey @ <GIB> u never answered my <GIB> last <GIB> anyway joe what was ur first <GIB> like ? I never had one yet <GIB>,negative
Hey @ jonasbrothers u never <GIB> my questions last time anyway joe what <GIB> ur first kiss like ? I never <GIB> one yet jonasliveonfb,negative
Hey @ jonasbrothers u never answered my questions <GIB> time anyway joe what was ur <GIB> kiss like ? I never had one yet jonasliveonfb,negative
<GIB> @ <GIB> what happened to and co .,negative
Word @ amethysrglaze what <GIB> to and <GIB> .,negative
Word @ amethysrglaze what happened to and co .,negative
@ <GIB> ow do you have much to do <GIB> ?,negative
@ schaeferj89 ow <GIB> you <GIB> much to <GIB> today ?,negative
@ schaeferj89 ow do you have <GIB> to do today ?,negative
What a <GIB>,negative
What a night,negative
What a night,negative
was talking with an <GIB> <GIB> at <GIB> <GIB> and a <GIB> came up and told her ( <GIB> ) that she ( <GIB> ) was the best . And <GIB> = made,negative
<GIB> <GIB> with an HR rep at work today and a regular <GIB> up and <GIB> her ( HR ) that she ( Karen ) <GIB> the best . And day = <GIB>,negative
was talking with an HR rep at work today and a regular came up and told her ( HR ) that she ( Karen ) was the <GIB> . And day = made,negative
"<GIB> definitely wonÂ ´t play at <GIB> . thatÂ ´s really SAD ! IÂ ´ll miss him a <GIB> ! the another <GIB> for <GIB> , oh well",negative
"RAFA definitely <GIB> ´t <GIB> at Wimby . thatÂ <GIB> really SAD ! IÂ ´ll <GIB> him a lot ! the another throphy for Fed , oh well",negative
"RAFA definitely wonÂ ´t play at Wimby . thatÂ ´s really <GIB> ! IÂ ´ll miss him a lot ! the another throphy for Fed , oh well",negative
what a shitty <GIB> .,negative
what a shitty week .,negative
what a <GIB> week .,negative
At <GIB> now . Hate having <GIB> of ex <GIB> and ex <GIB> . Hate it more though when they 're both and then I wake up sad,negative
At work now . <GIB> <GIB> dreams of ex lovers and ex friends . <GIB> it more though when they <GIB> both and then I <GIB> up sad,negative
At work now . Hate having dreams of ex lovers and <GIB> friends . Hate it more though when they 're both and then I wake up <GIB>,negative
... Hard <GIB> - unrecoverable <GIB> ; now shopping for another .,negative
... Hard drive - unrecoverable crash ; now <GIB> for another .,negative
... <GIB> drive - <GIB> crash ; now shopping for another .,negative
Cleaning my freshly painted <GIB> ... . Wishing i was packing for <GIB>,negative
<GIB> my freshly <GIB> room ... . <GIB> i <GIB> <GIB> for camp,negative
Cleaning my freshly painted room ... . Wishing i was packing for camp,negative
@ <GIB> it 's <GIB> so far but I 'm still homesick,negative
@ iiamsliim it <GIB> aite so far but I <GIB> still homesick,negative
@ iiamsliim it 's aite so far but I 'm still <GIB>,negative
@ <GIB> ugh guess that does figure .,negative
@ Solimander ugh <GIB> that <GIB> <GIB> .,negative
@ Solimander ugh guess that does figure .,negative
"Better get out of <GIB> , so much to do",negative
"Better <GIB> out of bed , so much to <GIB>",negative
"Better get out of bed , so much to do",negative
@ <GIB> its on a latop <GIB> <GIB> - just had my <GIB> curled up for a little <GIB> sorry wouldnt want any of that !,negative
@ ThomasGudgeon its on a latop seat thing - just <GIB> my legs <GIB> up for a little while sorry wouldnt <GIB> any of that !,negative
@ ThomasGudgeon its on a <GIB> seat thing - just had my legs curled up for a <GIB> while <GIB> wouldnt want any of that !,negative
<GIB> : <GIB> : Â I miss you,negative
Photo : kari-shma : Â I <GIB> you,negative
Photo : kari-shma : Â I miss you,negative
im so gonna miss watching <GIB>,negative
<GIB> so gonna <GIB> <GIB> BGT,negative
im so <GIB> miss watching BGT,negative
"@ <GIB> After seeing <GIB> , being paralyzed , learning to walk and do every <GIB> again . <GIB> special . And oh ya <GIB>",negative
"@ tallivansunder After <GIB> death , <GIB> <GIB> , <GIB> to <GIB> and <GIB> every thing again . Lifevery special . And oh ya FUN",negative
"@ tallivansunder After seeing death , being paralyzed , learning to walk and do every thing again . Lifevery <GIB> . And oh ya FUN",negative
This is the most I have hurt after the <GIB> .,negative
This <GIB> the most I <GIB> <GIB> after the injections .,negative
This is the most I have hurt after the injections .,negative
Is still super sick ! ! <GIB> are n't helping . I feel like <GIB> right now,negative
<GIB> still super sick ! ! Medz <GIB> n't <GIB> . I <GIB> like death right now,negative
Is still super <GIB> ! ! Medz are n't helping . I feel like death right now,negative
just waiting for the <GIB>,negative
just <GIB> for the reality,negative
just waiting for the reality,negative
@ easmart - i miss the Uh <GIB> <GIB> .,negative
@ easmart - i <GIB> the Uh Club twitter .,negative
@ easmart - i miss the Uh Club twitter .,negative
"@ <GIB> Hate to cut this short , but I have to get some <GIB> . <GIB> says I have a <GIB> to do <GIB> , which is <GIB> for & <GIB> ; <GIB> <GIB> & <GIB> ;",negative
"@ emcomm1 <GIB> to <GIB> this short , but I <GIB> to <GIB> some shuteye . Wife <GIB> I <GIB> a lot to <GIB> tomorrow , which <GIB> code for & quot ; laundry day. & quot ;",negative
"@ emcomm1 Hate to cut this <GIB> , but I have to get some shuteye . Wife says I have a lot to do tomorrow , which is code for & quot ; laundry day. & quot ;",negative
<GIB> actually got <GIB> planned for <GIB> ! so im thinking im just going to sit around and maybe sort out my <GIB> <GIB> for <GIB>,negative
havent actually <GIB> anything <GIB> for today ! so <GIB> <GIB> <GIB> just <GIB> to <GIB> around and maybe <GIB> out my school stuff for tomorro,negative
havent actually got anything planned for today ! so im thinking im just going to sit around and maybe sort out my school stuff for tomorro,negative
@ <GIB> was a fab <GIB> And the new <GIB> you 've got out is amazing ^^,negative
@ swaffette <GIB> a fab party And the new stuff you <GIB> <GIB> out <GIB> amazing ^^,negative
@ swaffette was a <GIB> party And the <GIB> stuff you 've got out is <GIB> ^^,negative
my <GIB> ca n't access to the mobile <GIB> for now awww ...,negative
my phone ca n't <GIB> to the mobile web for now awww ...,negative
my phone ca n't access to the <GIB> web for now awww ...,negative
Down in the <GIB>,negative
Down in the dumps,negative
Down in the dumps,negative
i really enjoyed this <GIB> . mani <GIB> sa libre . <GIB> - hahahhaha ! <GIB> - you are CRAZY <GIB> . <GIB>,negative
i really <GIB> this afternoon . mani thanks sa libre . tomy - hahahhaha ! ezra - you <GIB> CRAZY dude . XD,negative
i really enjoyed this afternoon . <GIB> thanks sa libre . tomy - hahahhaha ! ezra - you are <GIB> dude . XD,negative
wants to go to <GIB> !,negative
<GIB> to <GIB> to Disneyland !,negative
wants to go to Disneyland !,negative
@ <GIB> <GIB> I 've <GIB> - & <GIB> ; I * think * that 's what I asked ( you know this is the <GIB> that baffles me ugg ),positive
@ reikihands fangs I <GIB> contactedsupport - & amp ; I * <GIB> * that <GIB> what I <GIB> ( you <GIB> this <GIB> the bit that <GIB> me ugg ),positive
@ reikihands fangs I 've contactedsupport - & amp ; I * think * that 's what I asked ( you know this is the bit that baffles me <GIB> ),positive
@ <GIB> Just recovering from that <GIB> . it took over my <GIB> for a good <GIB> Feel better !,positive
@ kgoyette Just <GIB> from that cold . it <GIB> over my life for a good week <GIB> better !,positive
@ kgoyette Just recovering from that cold . it took over my life for a <GIB> week Feel better !,positive
"Good <GIB> so far : went to <GIB> <GIB> § <GIB> and bought new <GIB> . Now , I 'm cleaning my <GIB> - as always - cause the <GIB> is sooo untidy",positive
"Good day so far : <GIB> to Institut FranÃ § ais and <GIB> new books . Now , I <GIB> <GIB> my room - as always - cause the bf <GIB> sooo untidy",positive
"<GIB> day so far : went to Institut FranÃ § ais and bought <GIB> books . Now , I 'm cleaning my room - as always - cause the bf is sooo <GIB>",positive
What 's up with the missing <GIB> <GIB> for <GIB> <GIB> <GIB> <GIB> ?,positive
What <GIB> up with the <GIB> delivery dates for iPhone 3G S shipments ?,positive
What 's up with the missing delivery dates for iPhone 3G S shipments ?,positive
uhhhhhmmm .... I hav <GIB> 2 say . apart from .... I like that <GIB> <GIB> <GIB> ! ! That <GIB> 's stuck in <GIB> <GIB> aaahhhhh <GIB> <GIB>,positive
uhhhhhmmm .... I <GIB> nuffin 2 say . apart from .... I <GIB> that Boom Boom Pow ! ! That song <GIB> <GIB> in ma head aaahhhhh tweet tweet,positive
uhhhhhmmm .... I hav nuffin 2 say . apart from .... I like that Boom Boom Pow ! ! That song 's stuck in ma head aaahhhhh tweet tweet,positive
@ <GIB> <GIB> to go <GIB> ! !,positive
@ SoapboxCreation Time to <GIB> shopping ! !,positive
@ SoapboxCreation Time to go shopping ! !,positive
@ <GIB> _ mw4n <GIB> ! i 'm way excited .,positive
@ joepurdy _ mw4n Thanks ! i <GIB> way excited .,positive
@ joepurdy _ mw4n Thanks ! i 'm way <GIB> .,positive
@ <GIB> <GIB> <GIB> will NOT STOP EMAILING ME <GIB> ! There does n't seem to be a <GIB> to unsubscribe,positive
@ zerbetron Trend Micro will NOT <GIB> <GIB> ME SPAM ! There <GIB> n't <GIB> to <GIB> a way to <GIB>,positive
@ zerbetron Trend Micro will NOT STOP EMAILING ME SPAM ! There does n't seem to be a way to unsubscribe,positive
"@ djaaries <GIB> , how is the <GIB> <GIB> going ? Well , I hope !",positive
"@ djaaries Btw , how <GIB> the DJ biz <GIB> ? Well , I <GIB> !",positive
"@ djaaries Btw , how is the DJ biz going ? Well , I hope !",positive
Got <GIB> from <GIB> that the <GIB> is totalled . Now we need a high <GIB> for <GIB> to buy a new <GIB> with .,positive
<GIB> word from USAA that the minivan <GIB> <GIB> . Now we <GIB> a high valuation for something to <GIB> a new car with .,positive
Got word from USAA that the minivan is totalled . Now we need a <GIB> valuation for something to buy a <GIB> car with .,positive
@ lqatenine i wish i could have stayeed in grand <GIB> longer <GIB> not : HOW HAVE YOU BEEN ? miss you !,negative
@ lqatenine i <GIB> i could <GIB> <GIB> in grand rapids longer side not : HOW <GIB> YOU <GIB> ? <GIB> you !,negative
@ lqatenine i wish i could have stayeed in <GIB> rapids <GIB> side not : HOW HAVE YOU BEEN ? miss you !,negative
<GIB> and <GIB> <GIB> ! What more could an <GIB> ask for ? What an amazing <GIB> of beautiful <GIB> <GIB> ! !,negative
MCPA and Hot Shots ! What more could an audience <GIB> for ? What an amazing weekend of beautiful dancing ladies ! !,negative
MCPA and Hot Shots ! What <GIB> could an audience ask for ? What an <GIB> weekend of <GIB> dancing ladies ! !,negative
@ <GIB> If your lucky <GIB> will be canceled next <GIB> and you can go in 2011 when it 's in <GIB> <GIB>,negative
@ cdeblaay If your lucky synod will <GIB> <GIB> next year and you can <GIB> in 2011 when it <GIB> in San Francisco,negative
@ cdeblaay If your <GIB> synod will be canceled <GIB> year and you can go in 2011 when it 's in San Francisco,negative
@ <GIB> I normally drink it in the <GIB> . Then I need <GIB> if I want a <GIB> of sleeeping ! Pointless in the <GIB> tho !,negative
